index,target,generated,content_f1,word_f1,rouge1_f1,overlapping_content_words,bertscore_raw_f1
137,television set and i find the new york mets now,know went to new york in now new york go get really,0.375,0.2727272727272727,0.27272728085517883,"new, now, york",0.8623210191726685
255,know you get a little momentum going and one day,the  see up around little like know  really back,0.30769230769230765,0.2105263157894737,0.21052631735801697,"know, little",0.7991392612457275
226,helmut newton they said you know helmut newton the guy,said know reallya one in i ess gete back,0.2857142857142857,0.2105263157894737,0.21052631735801697,"know, said",0.8117813467979431
245,little money i think a lot of people did around,little end of people us getin know now really two back one,0.26666666666666666,0.2727272727272727,0.27272728085517883,"little, people",0.8385626077651978
122,dad one evening i took a two mile walk to,dining room we people the one  camp two back around,0.26666666666666666,0.20000000000000004,0.20000000298023224,"one, two",0.8173465132713318
192,years old i got really sick um and no one,two know cause said it really school one last years last now,0.25,0.2727272727272727,0.27272728085517883,"one, years",0.8259793519973755
254,dance and criticizing my hairdo and one night he said,soft life and now one two she started little really said back know,0.25,0.2608695652173913,0.260869562625885,"one, said",0.832574188709259
48,accidentally i found myself straddling two lives a new one,constant now fighting my journey back my one two time,0.25,0.20000000000000004,0.20000000298023224,"one, two",0.8365440368652344
42,first police detective i spoke with said get ready kid,back one little kid get likely to know us now really,0.25,0.1904761904761905,0.190476194024086,"get, kid",0.8455352187156677
17,one day we get a phone call from our case,new press get now back two know one people to say us,0.25,0.1818181818181818,0.1818181872367859,"get, one",0.825886607170105
219,one nursing twenty four hours around the clock at home,back around in addition from people really two one know and everything,0.25,0.1818181818181818,0.1818181872367859,"around, one",0.8160086274147034
148,gonna go back to baltimore and play the last two,now little e life and even really know one back time two,0.23529411764705882,0.2727272727272727,0.27272728085517883,"back, two",0.8188143372535706
110,the sectarian killings and kidnappings one morning my mom said,said we went really back got know two more one table now get,0.23529411764705882,0.17391304347826086,0.17391304671764374,"one, said",0.8136729001998901
220,kind of semi lame at my side and you know,well considered to one and a now's never know  said really,0.1818181818181818,0.1904761904761905,0.1818181872367859,know,0.8062264323234558
31,first mommy don't you think and this time my boy,now room we really don't have to get one us,0.1818181818181818,0.10000000000000002,0.1818181872367859,don't,0.7944149971008301
41,ever i asked do you know what the meat barn,may be little point know get her said one now really,0.15384615384615385,0.09523809523809525,0.095238097012043,know,0.8139420747756958
217,remember you know in the emergency room i remember vague,get off at the back of little now around to know see,0.15384615384615383,0.1818181818181818,0.1818181872367859,know,0.8393459320068359
160,go anywhere new and i would not meet new people,two got to get back people one'm now,0.15384615384615383,0.11111111111111112,0.10526315867900848,people,0.8247273564338684
153,he wants to know what's the holdup the attendant tells,family people said they want there's really know one,0.15384615384615383,0.10526315789473685,0.2857142984867096,know,0.8177527189254761
175,could go on an art market shopping adventure by now,now people a two us onena dec little get,0.15384615384615383,0.10526315789473685,0.10526315867900848,now,0.8214761018753052
5,race what age now i grew up with three sisters,some one now may see her even some people circumstances,0.15384615384615383,0.10000000000000002,0.10000000149011612,now,0.8274936079978943
140,get tickets because the mets are so lousy nobody else,a now even get really a little one full of know,0.15384615384615383,0.09523809523809525,0.095238097012043,get,0.8074818849563599
19,these tiny little socks and really cute onesies and things,little know back two that one and around some really  get see,0.14285714285714288,0.2727272727272727,0.27272728085517883,little,0.807158887386322
166,driver driven to my teaching assignment and then delivered back,really gor know now get back one and two we got,0.14285714285714288,0.1904761904761905,0.190476194024086,back,0.8277360200881958
49,months of flying back and forth this was moving forward,really got so one said even my right now back of time,0.14285714285714288,0.1818181818181818,0.1818181872367859,back,0.81770920753479
88,anything but things at home start to get a little,little mother de know she supposed to be  us now one two,0.14285714285714288,0.1818181818181818,0.1818181872367859,little,0.8198766112327576
89,business one but when i started going to art school,years now really stayed up back time you became de one,0.14285714285714288,0.09523809523809525,0.095238097012043,one,0.8393701910972595
34,could however send a letter on my behalf now based,think really now saidation and back then you go get know one,0.14285714285714288,0.0909090909090909,0.09090909361839294,now,0.822040319442749
107,driver sped away trying to get to safety not knowing,now he got on a get around back two one,0.14285714285714285,0.10000000000000002,0.10000000149011612,get,0.8250719308853149
159,be individuals who were comfortable and confident in new situations,really good day new people two not get one know now,0.14285714285714285,0.09523809523809525,0.095238097012043,new,0.8132607340812683
223,multiple surgeries on the arm every time the arm got,really started time back now a little just never i know,0.14285714285714285,0.09523809523809525,0.095238097012043,time,0.8117727041244507
262,inspiring so one day i was walking past flamingo louisville,in the back york one can hear know  us now around,0.14285714285714285,0.09523809523809525,0.095238097012043,one,0.8134660720825195
243,life happens you know thirty or forty years pass and,one back know we really say our go to get the story,0.14285714285714285,0.0909090909090909,0.09090909361839294,know,0.8061567544937134
231,pregnant which was a real surprise but a happy one,said and decided they chose not to get one back little now person really,0.14285714285714285,0.08333333333333333,0.0833333358168602,one,0.825454592704773
124,the street he turned left and instead of turning around,get got know back around the door and said one the go,0.13333333333333333,0.2727272727272727,0.27272728085517883,around,0.8355861902236938
98,two instructors and several students review the work give us,say the know two one get for a back go around really,0.13333333333333333,0.1818181818181818,0.1818181872367859,two,0.8045586347579956
250,really difficult time i felt really old i felt spent,up up got time went back um one really two know us around,0.13333333333333333,0.17391304347826086,0.17391304671764374,time,0.8267406225204468
0,eyes shut or change a diaper with one hand tied,movie not really one us two whole new people now years,0.13333333333333333,0.09523809523809525,0.095238097012043,one,0.7934557199478149
80,man the artists model starts to undress and i say,people said really  say little one know now get this guy,0.13333333333333333,0.09523809523809525,0.095238097012043,say,0.8284282684326172
167,adventures often included trips to the art market now back,you know little one of people in practices really said now,0.13333333333333333,0.09523809523809525,0.095238097012043,now,0.8202513456344604
261,you know the thing is it's not inactivtiy that's taking,really know even back time one around little now two up,0.13333333333333333,0.09523809523809525,0.08695652335882187,know,0.8025814890861511
2,adopt one day and you know how everybody always says,things for it said time up little one two really now back,0.13333333333333333,0.0909090909090909,0.09090909361839294,one,0.7988925576210022
46,friend others sought out for relationship advice or to discuss,now even said really one we know a little relationship time peopley,0.13333333333333333,0.0909090909090909,0.09090909361839294,relationship,0.8185755610466003
76,wrong way to make art now this makes me extremely,over around the said now and really one get back two got,0.13333333333333333,0.0909090909090909,0.09090909361839294,now,0.8368699550628662
147,three no to game four leading two games to one,now know it says say you will get one less really saidly,0.13333333333333333,0.0909090909090909,0.09090909361839294,one,0.7994837760925293
27,hand you know you have to muddle things up sometimes,started time really people one more two a little now back got know,0.13333333333333333,0.08695652173913043,0.08695652335882187,know,0.8107703924179077
191,item you never know what you're modeling for your kids,independent one not only even as nowa people really good years two know,0.13333333333333333,0.08695652173913043,0.0833333358168602,know,0.7860156893730164
158,i know they're supposed to keep you safe they're supposed,of your hands really be a luxury of now one know little people get,0.13333333333333333,0.08333333333333333,0.07692307978868484,know,0.8205611109733582
188,go unanswered so my younger boy says mom was looking,now to get in and call and i says to know one said say,0.13333333333333333,0.08333333333333333,0.0833333358168602,says,0.8292907476425171
233,one time for five days with a fetal heart monitor,really got it to us one two of little bits she now back around,0.13333333333333333,0.08333333333333333,0.0833333358168602,one,0.8138427734375
14,god get some help with their skin and hair and,silver now get really doesn't because she know one little two people said back,0.12500000000000003,0.08333333333333333,0.07999999821186066,get,0.8248282074928284
26,younger brother and sister looked like him and he said,back mother said one two years and went to one now hospital,0.125,0.1818181818181818,0.1818181872367859,said,0.8596900105476379
95,school as a part time student but i'm still consulting,i really one know kind of a little time now two back get,0.125,0.17391304347826086,0.25,time,0.7973483800888062
258,know the name of you know the fibrillator thing that's,said know one got little now you're back there you really two get,0.125,0.17391304347826086,0.1599999964237213,know,0.8193774819374084
79,next week bob one of the three instructors says today,some one lantern  littleing around now two back it got,0.125,0.10000000000000002,0.10000000149011612,one,0.8100569248199463
102,consulting work and even though i'm getting paid a fire,playing two  really the fire back got one said know,0.125,0.10000000000000002,0.095238097012043,fire,0.8140715956687927
78,entire life i had never held a stick of charcoal,said know now really make go  little never back's gett one,0.125,0.09523809523809525,0.09090909361839294,never,0.8037686347961426
87,end of class bob picks one of my gesture drawings,one get know see doors got her said he says back,0.125,0.09523809523809525,0.095238097012043,one,0.8109199404716492
116,they speak they swallow letters one time a soldier asked,know one said and years two now went really  school wanted,0.125,0.09523809523809525,0.095238097012043,one,0.8251330852508545
135,enrolled in a state university to get my master's degree,traveling nowi know get really two go back one peopleamerica day,0.125,0.09523809523809525,0.09090909361839294,get,0.795540452003479
187,fiasco but i stayed silent i'm originally from new england,email one really to somewhere around said nowo to get new know,0.125,0.0909090909090909,0.08695652335882187,new,0.8031213283538818
263,went into flamingo louisville and i said what's the story,getly us back said got might one suspicious see know now around,0.11764705882352942,0.0909090909090909,0.08695652335882187,said,0.8145397901535034
168,boys very efficient shoppers we only go to one grocery,get says said one you say really see little now better right know,0.11764705882352942,0.08695652173913043,0.08695652335882187,one,0.8105905652046204
229,college loans and you know bought me an apartment paid,little really backling around get five hundred minutes of two now one know,0.11764705882352942,0.08695652173913043,0.08695652335882187,know,0.8221912980079651
238,louisville kentucky and in my generation gently reared young ladies,young two little and  aroundt back really know one now even said,0.11764705882352941,0.1818181818181818,0.1818181872367859,young,0.7855932116508484
133,stay i left baghdad early the next morning going back,said to go back two one years know really now promise,0.11764705882352941,0.09523809523809525,0.190476194024086,back,0.8244529962539673
215,parents got taken somewhere else my arm you know because,know one get two little back around around  gotuh now really,0.11764705882352941,0.09523809523809525,0.095238097012043,know,0.8188768029212952
156,day all these years later best moment ever so now,dollar said now know one time went goty two back the really,0.11764705882352941,0.0909090909090909,0.09090909361839294,now,0.818377673625946
230,back in another hospital bed staring at another white ceiling,problem get really now one know going around of my go back,0.11764705882352941,0.0909090909090909,0.09090909361839294,back,0.7961109280586243
101,dear friend of mine says you know tricia i love,one and he started crying said know  little family two back now really,0.11764705882352941,0.08695652173913043,0.08695652335882187,know,0.8156734704971313
108,twenty five minutes ride to school took two hours because,family umh and us there really one two got now went back around,0.11764705882352941,0.08695652173913043,0.08695652335882187,two,0.7928985357284546
21,two year emotional roller coaster we borrowed a car seat,came usteen nine three went one two two weeks earlier,0.11111111111111112,0.10000000000000002,0.10000000149011612,two,0.8241634368896484
118,a whole new language i don't remember i ever said,one back now it two got us a book at the fire camp said really around know,0.1111111111111111,0.14814814814814817,0.1428571492433548,said,0.8103532195091248
85,start making these hopeless stick figures every forty five seconds,next really get catch my back five around one two  now,0.1111111111111111,0.09523809523809525,0.095238097012043,five,0.8178807497024536
247,started now course now i'm heartbroken you know i'm like,was  schooling really know back one went said two everyone to got,0.1111111111111111,0.0909090909090909,0.0833333358168602,know,0.8102689981460571
264,beginner beginner class that was september of two thousand fourteen,now two twenty three years nine got him one twenty thirty minutes,0.1111111111111111,0.0909090909090909,0.09090909361839294,two,0.819711446762085
28,did anybody do anything or say something recently that made,see say next says get one now go back call he  know said,0.1111111111111111,0.08695652173913043,0.08695652335882187,say,0.7854912281036377
184,want big cock or little cock i am now awake,said now hell so the house get says one know that's really say back,0.1111111111111111,0.08333333333333333,0.07999999821186066,now,0.8255431056022644
189,find one she liked always a fan of new words,world in the two world get now really said back one father know says,0.1111111111111111,0.08333333333333333,0.0833333358168602,one,0.8319566249847412
146,record breaking crowds standing room only and i'm worried so,room of me friends get now people would see know really one said back say,0.1111111111111111,0.08,0.07692307978868484,room,0.8232043385505676
213,get help please please get help and then a bunch,have to change them know new back us one o twoclock get go around got,0.1111111111111111,0.08,0.07999999821186066,get,0.8088515400886536
257,house two days a week two classes on those two,go went seventeen year old get now one really know time two back,0.10526315789473685,0.08695652173913043,0.08695652335882187,two,0.8064122200012207
225,i really started modeling to pay off my college loans,went to really a job in urbanes,0.0,0.23529411764705882,0.23529411852359772,,0.8304091095924377
73,started consulting and i started taking classes to figure out,little ability to go back and know a one really,0.0,0.20000000000000004,0.20000000298023224,,0.8261256217956543
109,shia civil war and to see a strong iraqi military,to the one now my mother was little to really a,0.0,0.1904761904761905,0.190476194024086,,0.8053516745567322
182,long row of stalls the white lady needs a cock,says what say a one know and he said the guy,0.0,0.1904761904761905,0.190476194024086,,0.8350725769996643
206,embankment and then finally came to a last thud and,go to us nowa one around and two back get sudden,0.0,0.1904761904761905,0.190476194024086,,0.799616813659668
237,i'm really a good dancer a great dancer or anything,low a the back says says would really get one know,0.0,0.1904761904761905,0.1818181872367859,,0.8246325254440308
55,turnoff that leads to the monterey peninsula and big sur,now never really get back to the little room for one years,0.0,0.1818181818181818,0.1818181872367859,,0.8149374127388
169,some sort of qualifying trials for the grocery store olympics,back on left of the world get see said know one two now,0.0,0.17391304347826086,0.17391304671764374,,0.8266240954399109
249,even though i in my depression and my weight gain,know really keep us around my one two and back you can now,0.0,0.17391304347826086,0.17391304671764374,,0.8259108662605286
123,passenger seat the driver was listening to really loud music,said say one got two to know it supposed to get back really now,0.0,0.16666666666666666,0.1666666716337204,,0.8270744681358337
92,go back to my normal life and i'm highly suspicious,nowi will probably know you get able to really,0.0,0.10526315789473685,0.10000000149011612,,0.8237797617912292
193,with a hyper allergy something called stevens johnson syndrome and,one  us nowot really got i was starteded and,0.0,0.10526315789473685,0.10526315867900848,,0.7807187438011169
8,distress bringing this kid into the world and even though,physicality got around back really me get the translucent look,0.0,0.10000000000000002,0.10000000149011612,,0.8145356178283691
16,name of our adorable funny very loved and very wanted,two back up the little one of got stamping around,0.0,0.10000000000000002,0.10000000149011612,,0.8095641136169434
37,see my husband eating and talking with another family member,one she had now us her little and two things,0.0,0.10000000000000002,0.10000000149011612,,0.8249927163124084
50,angeles in the surreal position of proving to skeptical strangers,the now she two us little people a woman one,0.0,0.10000000000000002,0.10000000149011612,,0.8145009279251099
62,time in serious need of a positive force a detour,know years two of little colors of one people now,0.0,0.10000000000000002,0.10000000149011612,,0.8162345886230469
112,alive better than you be close and always in danger,one back said two in fire got now into around,0.0,0.10000000000000002,0.10000000149011612,,0.8117119669914246
115,thinking about my family back home and their saety later,two me on my twenty one day nowa really target,0.0,0.10000000000000002,0.10000000149011612,,0.8194103837013245
164,drive everyone around me crazy and i knew a move,now two got backa load of pain and go one,0.0,0.10000000000000002,0.10000000149011612,,0.8341716527938843
170,market i quickly realized that very little english was spoken,really years and i write know now one first time,0.0,0.10000000000000002,0.10000000149011612,,0.8283329010009766
