index,target,generated,content_f1,word_f1,bleu1,rouge1_f1,overlapping_content_words,bertscore_raw_f1
95,new york times business sections and the wall street journal,new york times royal sections united the wall street journal,0.823529411764706,0.8000000000000002,0.800000011920929,0.800000011920929,"journal, new, sections, street, times, wall, york",0.9468067288398743
21,get help please please get help and then a bunch,get help please please care help hit then a bunch,0.7999999999999999,0.8000000000000002,0.800000011920929,0.800000011920929,"bunch, get, help, help, please, please",0.9234324097633362
76,north to boston which caused my family to collectively take,giving to boston which caused my family excuse collectively take,0.7692307692307692,0.8000000000000002,0.800000011920929,0.800000011920929,"boston, caused, collectively, family, take",0.9545892477035522
79,needlepoint directing french i found this brochure for the school,needlepoint directing french i bad quicker brochure for the school,0.7692307692307692,0.8000000000000002,0.800000011920929,0.800000011920929,"brochure, directing, french, needlepoint, school",0.9247998595237732
74,losing my new safe home america like i lost baghdad,losing my new safe seventy america like i lost unfolding,0.75,0.8000000000000002,0.800000011920929,0.800000011920929,"america, like, losing, lost, new, safe",0.9357396960258484
91,ever trying anything different for even attempting anything new and,ever trying anything different would even attempting rubber peace and,0.75,0.7,0.699999988079071,0.699999988079071,"anything, attempting, different, even, ever, trying",0.8995298743247986
50,alive better than you be close and always in danger,alive better problem you be which and always thomas's danger,0.7272727272727272,0.7,0.699999988079071,0.6666666865348816,"alive, always, better, danger",0.8747809529304504
81,wrong way to make art now this makes me extremely,wrong i'm to told art now this makes me extremely,0.7142857142857143,0.8000000000000002,0.800000011920929,0.761904776096344,"art, extremely, makes, now, wrong",0.9180288314819336
6,mother and i drove in our red ford mercury car,mother and rallies drove in become red early mercury car,0.7142857142857143,0.7,0.699999988079071,0.699999988079071,"car, drove, mercury, mother, red",0.8839095830917358
9,squeaky round styrofoam plate with bunch of yellow rice on,squeaky round styrofoam image with bunch of yellow you ran,0.7142857142857143,0.7,0.699999988079071,0.699999988079071,"bunch, round, squeaky, styrofoam, yellow",0.9211807250976562
75,something different by age thirty i had done most everything,something different by age thirty everyone's had chukchi who's everything,0.7142857142857143,0.7,0.699999988079071,0.6363636255264282,"age, different, everything, something, thirty",0.9096024632453918
37,college loans and you know bought me an apartment paid,college loans looked you know bought thing system apartment ahead,0.6666666666666667,0.6,0.6000000238418579,0.6000000238418579,"apartment, bought, college, know, loans",0.8799475431442261
86,busily getting out their easels and knowingly getting out sheets,busily getting face their easels live rappers getting closed sheets,0.6666666666666667,0.6,0.6000000238418579,0.6000000238418579,"busily, easels, getting, getting, sheets",0.8820347189903259
1,with a hyper allergy something called stevens johnson syndrome and,with along hyper allergy something called sings mombasa syndrome and,0.6666666666666666,0.7,0.699999988079071,0.699999988079071,"allergy, called, hyper, something, syndrome",0.8725725412368774
60,dad one evening i took a two mile walk to,dad eighty evening i moon a two mile walk stay,0.6666666666666666,0.7,0.699999988079071,0.699999988079071,"dad, evening, mile, two, walk",0.9155530333518982
100,school as a part time student but i'm still consulting,school as taught part time independence but ocean still consulting,0.6666666666666666,0.7,0.699999988079071,0.6666666865348816,"consulting, part, school, still, time",0.9098879098892212
109,home of twenty five years and my jeep gets stolen,home of twenty five years book my appearance gets none,0.6666666666666666,0.7,0.699999988079071,0.699999988079071,"five, gets, home, twenty, years",0.8809995651245117
39,pregnant which was a real surprise but a happy one,pregnant people smart a skinheads surprise really a happy one,0.6666666666666666,0.6,0.6000000238418579,0.6000000238418579,"happy, one, pregnant, surprise",0.8638937473297119
19,i started feeling things i started feeling hot and cold,night started feeling donor seguin started feeling hot and attempt,0.6250000000000001,0.6,0.6000000238418579,0.6000000238418579,"feeling, feeling, hot, started, started",0.878661572933197
92,end of class bob picks one of my gesture drawings,end went class bob picks one of durham finally different,0.6250000000000001,0.6,0.6000000238418579,0.6000000238418579,"bob, class, end, one, picks",0.857659101486206
55,botter because i couldn't hear the t's just the r's,dog because northern couldn't hear the t's entered much r's,0.6153846153846154,0.6,0.6000000238418579,0.692307710647583,"couldn't, hear, r's, t's",0.9159890413284302
59,i wanted i asked to go on vacation to see,minute cause over asked snuggle go mr vacation to see,0.6153846153846154,0.5,0.5,0.5,"asked, go, see, vacation",0.8427761197090149
24,i remember being incredibly uncomfortable in a cold hospital bed,i remember being dell uncomfortable finger a cold digs bed,0.6153846153846153,0.7,0.699999988079071,0.699999988079071,"bed, cold, remember, uncomfortable",0.922946035861969
26,took us a long time to heal my stepfather broke,took us a long time florida law my nassel broke,0.6153846153846153,0.7,0.699999988079071,0.699999988079071,"broke, long, time, took",0.880206286907196
35,dangerous edgy pictures of women and he wants to shoot,dangerous edgy jurisdiction gonna women and he eggs to shoot,0.6153846153846153,0.7,0.699999988079071,0.699999988079071,"dangerous, edgy, shoot, women",0.9002121686935425
54,they speak they swallow letters one time a soldier asked,they were they swallow passed shy time a soldier asked,0.6153846153846153,0.7,0.699999988079071,0.699999988079071,"asked, soldier, swallow, time",0.8715991377830505
58,my new family on base even though it was dangerous,my new family pounds base even photosynthesizers it was hit,0.6153846153846153,0.7,0.699999988079071,0.699999988079071,"base, even, family, new",0.8439592719078064
62,the street he turned left and instead of turning around,the ecology he turned left and you've dogs turning around,0.6153846153846153,0.7,0.699999988079071,0.6666666865348816,"around, left, turned, turning",0.8790562748908997
3,slept every night in the hospital to take care of,slept sure night in basement hospital to towns care teenagers,0.6153846153846153,0.6,0.6000000238418579,0.6000000238418579,"care, hospital, night, slept",0.8485656380653381
16,driving vijay we were at the temple vijay vijay vijay,driving vijay dances were water up off prime vijay vijay,0.6153846153846153,0.5,0.5,0.5,"driving, vijay, vijay, vijay",0.8900148272514343
49,leave baghdad on thursday november twenty third of two thousand,leave baghdad modeling festival black twenty third of two farms,0.5882352941176471,0.6,0.6000000238418579,0.6000000238418579,"baghdad, leave, third, twenty, two",0.8694294095039368
71,stay i left baghdad early the next morning going back,stay i left baghdad early posters love expected steve back,0.5882352941176471,0.6,0.6000000238418579,0.6000000238418579,"back, baghdad, early, left, stay",0.8985486626625061
0,years old i got really sick um and no one,years old young bit really sick um and blue gun,0.5714285714285715,0.6,0.6000000238418579,0.6000000238418579,"old, sick, um, years",0.8790127038955688
73,enrolled in a state university to get my master's degree,enrolled involved a twenty university to i'd guy master's degree,0.5714285714285715,0.6,0.6000000238418579,0.6086956262588501,"degree, enrolled, master's, university",0.8731428384780884
98,committed relationship for the past eighteen years with his boyfriend,committed relationship for you'll ten antic years he'd his boyfriend,0.5714285714285715,0.6,0.6000000238418579,0.5454545617103577,"boyfriend, committed, relationship, years",0.8772594928741455
108,wrong job or the wrong marriage i'm in the wrong,wrong cg or the wrong marriage i'm i'm puff reminisce,0.5714285714285715,0.6,0.6000000238418579,0.6086956262588501,"i'm, marriage, wrong, wrong",0.8834154009819031
5,offering to give thanks for delivering my child home safely,offering opportunity trouble isn't for this my child home safely,0.5714285714285714,0.6,0.6000000238418579,0.5714285969734192,"child, home, offering, safely",0.8638966679573059
10,eating this rice um suddenly i heard a loud bang,eating reporters rice due rican i heard a totally bang,0.5333333333333333,0.6,0.6000000238418579,0.6000000238418579,"bang, eating, heard, rice",0.8903447389602661
23,parents got taken somewhere else my arm you know because,parents got finish we'd else my arm you dredges hand,0.5333333333333333,0.6,0.6000000238418579,0.5714285969734192,"arm, else, got, parents",0.8592564463615417
31,multiple surgeries on the arm every time the arm got,drinking surgeries on the arm taught time organ year got,0.5333333333333333,0.6,0.6000000238418579,0.6000000238418579,"arm, got, surgeries, time",0.878291666507721
57,iraqi police iraqi military local mayors leaders with top us,iraqi maple to au local mayors six with top us,0.5333333333333333,0.6,0.6000000238418579,0.6000000238418579,"iraqi, local, mayors, top",0.8954082131385803
96,piece gets progressively more undone until the final piece explodes,piece understanding silver more undone until knows final laughing explodes,0.5333333333333333,0.6,0.6000000238418579,0.6000000238418579,"explodes, final, piece, undone",0.867610514163971
40,complete bed rest the last trimester of my pregnancy and,royal bed rest the last trimester nearly start stairs attention,0.5333333333333333,0.5,0.5,0.5,"bed, last, rest, trimester",0.8916314840316772
61,passenger seat the driver was listening to really loud music,forget seat room driver super listening to productive cop music,0.5333333333333333,0.5,0.5,0.5,"driver, listening, music, seat",0.8876910209655762
80,best to look artsy to fit in but even though,best everybody's way artsy kathy giving circles but even though,0.5333333333333333,0.5,0.5,0.4761904776096344,"artsy, best, even, though",0.8768157958984375
88,going to look different i'm paralyzed what is mine supposed,advance through look different physical west i'mma is mine supposed,0.5333333333333333,0.5,0.5,0.5454545617103577,"different, look, mine, supposed",0.8811145424842834
29,got this very beautiful thin scratch of a surgery incision,minister this very beautiful ass scratch of a surgery astronauts,0.5,0.7,0.699999988079071,0.699999988079071,"beautiful, scratch, surgery",0.9215102195739746
